id,name,country,description,category,ingredients,instructions
0d3b6363-277b-4cb7-b470-976c06e28e8c,Receta de Crepes de morcilla,Spain,Aprende a preparar Crepes de morcilla con esta rica y fácil receta. Trituramos la morcilla con la cebolla y el tomillo hasta formar una pasta. Añadimos un poquito de nata y seguimos mezclando,Entrante,"[""Morcilla"", ""Cebolla"", ""Tomillo"", ""Nata"", ""Huevo"", ""Leche"", ""Harina""]","[""Trituramos la morcilla con la cebolla y el tomillo hasta formar una pasta. Añadimos un poquito de nata y seguimos mezclando."", ""Cuando las crepes estén listas, las rellenaremos con la pasta de morcilla y las cerraremos con forma de rollito. ¡Qué aproveche!""]"
96f339b9-4b6c-4550-bc92-2b2c4b7ba084,Lentejas a la riojana receta de Javier Romero,Spain,"Hoy tenemos una receta de lentejas a la riojana. Además del chorizo, llevan panceta curada, jamón, verduras y laurel para dar sabor y aromatizar",Otros,"[""500gde lentejas"", ""100gde chorizo"", ""100gde panceta curada"", ""100gde jamón curado"", ""1pimiento verde"", ""1pimiento rojo"", ""1zanahoria"", ""1cebolla"", ""1diente de ajo grande"", ""2cucharadas soperas de tomate frito Hida"", ""1hoja de laurel"", ""2Lde agua"", ""Aceite de oliva"", ""sal""]","[""Hoy tenemos una receta de lentejas al más puro estilo de La Rioja. Además del chorizo, llevan panceta curada, jamón, verduras y su hojita de laurel para darle un toque aromático. Se trata de un plato de legumbres muy completo con el que no hace falta poner nada más en la mesa. Es un plato lo suficientemente contundente para ser plato único."", ""Yo te muestro cómo hacer estareceta de lentejas a la riojanay tu luego me cuentas lo que te ha parecido. Es un plato perfecto para incluir en nuestra lista de platos habituales. Debo decir que a mí me gustan más que las lentejas con chorizo tradicionales. El jamón y la panceta le dan un toque fantástico y hacen de este plato un alimento muy completo."", ""Es necesario comer al menos un día a la semana legumbre y esta receta de lentejas encaja en cualquier circunstancia. Si resulta que estáis a dieta, podéis prescindir de la carne perfectamente, pero que nadie se lleve a engaño. Lo que hace sabroso este potaje de lentejas, es sobre todo el chorizo, la panceta y el jamón."", ""Las verduras no pueden faltar en lareceta de lentejas a la riojana, pero les falta ese punto de grasa que todo potaje requiere. En el caso de que trabajéis fuera y os llevéis la comida, debéis saber que las lentejas a la riojana, son una opción perfecta para llevar en el tupper."", ""Con las lentejas nos podemos remontar a 9.000 años antes de Jesucristo, así que fijaros si se llevan lentejas comidas en la historia. Han dado lugar a frases famosas, dichos populares que todos conocéis y no pienso aburriros con ellos. Lo cierto es que es una legumbre que tiene unas grandes cualidades alimenticias, aporta nutrientes básicos y debemos consumirla a menudo."", ""Hay lentejas de varias clases. Unas necesitan ser puestas a remojo y otras no. Las que vamos a utilizar para el guiso no lo necesitan y además se cuecen pronto, no es necesaria la olla. La ventaja que tienen es que se pueden cocinar de muchas formas y os traigo la que más a menudo se hace en mi casa. Espero que os guste."", ""Sin duda, tienes que seguir los pasos para preparar estaslentejas a la riojana.Además, te recomiendo que eches un vistazo a lascategoríasrecetas con legumbresyestofados,donde encontrarás muchas más recetas de Javier Romero."", ""Si te apetece puedes suscribirte a la web para recibir cada día las novedades en tu correo, puedes hacerlopinchando aquí."", ""Sígueme enmi Canal de YouTube, en el puedes ver un buen número de vídeos con recetas de cocina."", ""Sígueme enINSTAGRAM, podrás subir las fotos de tus platos y etiquetarme, en cuanto las vea podré darte mi opinión.""]"
5692d5f3-fb16-407c-9bd3-2d38fdf8c50a,"Hamburguesa de pollo y queso halloumi, una receta completa y deliciosa (con vídeo incluido)",Spain,"Deliciosa hamburguesa de pollo con queso halloumi, una combinación única y sabrosa",Plato Principal,"[""Siempre me ha gustado comparar lashamburguesascon nuestros platos combinados, aunque presentadas de manera distinta. En su composición entran en juego los mismos elementos (carne -o pescado-, verduras, salsas, huevo, queso, entre otros) que, colocados entre dos trozos de pan, adquieren una nueva dimensión y una personalidad propia."", ""Recetas de hamburguesas hay a porrillo, tantas como combinaciones de los muchos elementos con los que las podemos construir. Estahamburguesa de pollo y queso halloumise suma al repertorio existente, destacando por lo completa que resulta. Una guarnición de patatas a su lado y la comida está servida.""]","[""Siempre me ha gustado comparar lashamburguesascon nuestros platos combinados, aunque presentadas de manera distinta. En su composición entran en juego los mismos elementos (carne -o pescado-, verduras, salsas, huevo, queso, entre otros) que, colocados entre dos trozos de pan, adquieren una nueva dimensión y una personalidad propia."", ""Recetas de hamburguesas hay a porrillo, tantas como combinaciones de los muchos elementos con los que las podemos construir. Estahamburguesa de pollo y queso halloumise suma al repertorio existente, destacando por lo completa que resulta. Una guarnición de patatas a su lado y la comida está servida."", ""Elhalloumies un sabroso queso chipriota que se marca a la plancha y no pierde su forma, es decir, no se funde. Es ideal para enriquecer esta hamburguesa, pero si no lo encontráis siempre podéis usar un queso fresco al blanco o cualquiera deestos otrosde los que hablamos hace tiempo."", ""Calentamos un poco de aceite de oliva virgen extra en una sartén y marcamos los filetes de pollo, salpimentando al tiempo. Volteamos para que se haganpor los dos ladosy retiramos cuando estén dorados. Reservamos."", ""Laminamos el queso y,en la misma sartén, lo doramos por ambas caras. También tostamos la cara interior de los panes y reservamos. Por otro lado cortamos el repollo en tiras finas, lo mezclamos con la mayonesa y salpimentamos al gusto."", ""Síguenos en Flipboard para descubrir nuevas recetas, actualidad sobre nutrición y gastronomía y nuestras revistas llenas de ideas y recetas para todos."", ""Las hamburguesas son un plato muy completo por sí solas, poco acompañamiento necesitan. Aunque la guarnición clásica de patatas fritas les va al pelo y con estahamburguesa de pollo y queso halloumiquedaría de fábula. Ya sean en suversión clásica, fritas en aceite, o el suversión ligera, al horno."", ""En Directo al paladar |Cómo montar bien una hamburguesa (o por qué el orden de los factores altera el resultado)En Directo al paladar |Mi mejor receta de hamburguesa: consejos y trucos de elaboración""]"
00aed6b8-ca5d-4069-8600-6ba7ec0896eb,Betterave plurielle,France,"Pour revoir l'émission Top Chef du mercredi 4 mai, rendez-vous sur 6play. Crédit photo : Marie ETCHEGOYEN/M6",Legumes Poeles,"[""2 Betterave(s) rouge(s)"", ""Sel"", ""Bois de hêtre"", ""Pour le gaspacho"", ""1 Betterave rouge"", ""Vinaigre balsamique blanc"", ""Huile d'olive"", ""Agastache"", ""Pour les pickles"", ""1 Betterave rouge"", ""1 Betterave jaune"", ""1 Betterave blanche"", ""1 Betterave Chioga"", ""200 g Vinaigre blanc"", ""100 g Sucre blanc"", ""300 g Eau"", ""Pour la crème"", ""100 g Raifort"", ""100 g Mascarpone"", ""Sel"", ""Pour les chips"", ""100 g Eau"", ""100 g Sucre"", ""1 Betterave rouge""]","[""Dressage : Disposez 3 cubes de betterave fumée, ajoutez 3 gros points de gaspacho et quelques points de crème de raifort. Pour finir, ajoutez les pickles et les chips par dessus."", ""Crème de raifort : Mélangez le mascarpone, la crème, le sel et le poivre. Réservez au frais."", ""Chips de betterave : Prenez les 3 variétés de betteraves, détaillez-les à la mandoline puis emporte-piècez des ronds. Séparez les variétés dans 3 bacs différents. Faites chauffer l’eau, le vinaigre et le sucre. Portez à ébullition puis faites mariner pendant une heure en séparant bien les 3 variétés de betteraves."", ""Pickles de betterave : Taillez une betterave jaune à la mandoline puis emporte-piècez des ronds de betteraves. Faites chauffer l’eau avec le sucre, faites tremper les rondelles pendant 2 minutes. Mettez les pétales sur un silpat puis enfournez à 100°C pendant 1 heure."", ""Gaspacho de betterave : Récupérez les parures, mixez-les avec le vinaigre, l’huile, l’agastache et le sel. Si besoin, détendez avec un peu de jus de betterave."", ""Betteraves fumées : Cuire la betterave dans l’aluminium pendant 2 heures au four à 180°C. Epluchez-la, détaillez des gros carrés dedans et gardez les parures pour le gaspacho. Assaisonnez les betteraves avec le sel et mettez-les à fumer dans une cloche avec le bois de hêtre.""]"
680bf85a-71e2-4e7b-8073-9ef2db1b9e74,Bûche de Noël Crème de Marrons et Mascarpone à l'Airfryer,France,"Bienvenue dans l'univers gourmand de la cuisine de Noël ! Pour célébrer les fêtes de fin d'année avec délice, laissez-vous tenter par cette recette de Bûche de Noël à la Crème de Marrons et au Mascarpone, préparée avec amour et modernité grâce à l'Airfryer. Un dessert qui mêle tradition et innovation pour un régal inoubliable",Bûches à la crème de marron,"[""300 g Crème de marron"", ""250 g Mascarpone"", ""4 Œuf(s)"", ""100 g Sucre roux"", ""1 sachet(s) Sucre vanillé"", ""100 g Farine"", ""1 c. à café Levure chimique"", ""1 pincée(s) Sel""]","[""Préchauffer l'Airfryer à 180°C."", ""Séparer les blancs des jaunes d'œufs. Fouetter les jaunes avec le sucre roux et le sucre vanillé jusqu'à obtenir un mélange mousseux. Ajouter la crème de marrons et le mascarpone, puis incorporer la farine et la levure."", ""Monter les blancs en neige avec une pincée de sel. Les incorporer délicatement à la préparation précédente."", ""Verser la pâte dans un moule à bûche préalablement beurré. Enfourner dans l'Airfryer pendant 25-30 minutes."", ""Laisser refroidir, démouler délicatement et décorer selon vos envies avant de déguster cette bûche délicieusement différente.""]"
a7f4f67a-5274-4211-8501-fce402b773a5,Receta de Helado de limon cremoso,Spain,Aprende a preparar Helado de limon cremoso con esta rica y fácil receta. Exprimimos los limones y rallamos la piel del limón. Semimontamos la nata sin azúcar hasta que adquiera un poco de consistencia,Postre,"[""250 gramos de Leche condensada"", ""250 gramos de Nata"", ""6 unidades de Limón""]","[""Exprimimos los limones y rallamos la piel del limón."", ""Semimontamos la nata sin azúcar hasta que adquiera un poco de consistencia."", ""Mezclamos el zumo de limón con la leche condensada y juntamos con la ayuda de una batidora."", ""En un molde alargado de cristal mezclamos poco a poco la nata con el zumo de limón y la leche condensada."", ""Distribuimos los trocitos de piel de limón rayada e introducimos en el congelador."", ""Dejamos que se congele durante 4 horas.""]"
692ee4d8-7a87-46f9-81f4-2871f1d65bef,"Berenjenas glaseadas en sartén, tan tiernas que se funden en la boca: una receta irresistible",Spain,"Deliciosas berenjenas glaseadas en sartén, increíblemente tiernas que se funden en la boca. Una receta irresistible con mínima cantidad de aceite y sin necesidad de horno",Verduras,"[""Una de mis verduras favoritas es laberenjena. Adoro su textura, su sabor y lo versátil que es en la cocina. Hoy ha tocado prepararlaglaseada y en sartén, evitando encender el horno y usando una mínima cantidad de aceite. El resultado ha sido soberbio, a la vista está."", ""Otro par depuntos a favorde esta receta de berenjenas glaseadas en sartén es la rapidez con la que se cuecen y que, una vez en la sartén, no hace falta hacer más que esperar a que estén tiernas. Ese tiempo que me he ahorrado lo he dedicado a poner la mesa y preparar una guarnición.""]","[""Una de mis verduras favoritas es laberenjena. Adoro su textura, su sabor y lo versátil que es en la cocina. Hoy ha tocado prepararlaglaseada y en sartén, evitando encender el horno y usando una mínima cantidad de aceite. El resultado ha sido soberbio, a la vista está."", ""Otro par depuntos a favorde esta receta de berenjenas glaseadas en sartén es la rapidez con la que se cuecen y que, una vez en la sartén, no hace falta hacer más que esperar a que estén tiernas. Ese tiempo que me he ahorrado lo he dedicado a poner la mesa y preparar una guarnición."", ""Se puedenservir tal y como salen de la sartén, pero a mi me ha apetecido acompañarlas de una cucharada deyogur griego, semillas de sésamo y cebollino picado. No son elementos imprescindibles, pero aportan matices interesantes al conjunto. ¿Cómo las servirías tu?"", ""Lavamos bien las berenjenas y las cortamos por la mitad, transversalmente. Hacemos unoscortes en cruzen la cara interior y sazonamos. Calentamos un poco de aceite de oliva virgen extra en una sartén grande y las marcamos con la cara del corte hacia abajo."", ""Cuando la base esté dorada añadimosun dedo de aguay las cocemos en la sartén con la tapa puesta durante cinco minutos. Mientras tanto mezclamos la mostaza, la salsa de soja, la salsa Tabasco, la miel, el ketchup y el aceite de sésamo."", ""Una vez tiernas, desechamos el agua. Volcamos la salsa en la sartén y colocamos las berenjenas encima. Las glaseamosa fuego mediodurante unos ocho o diez minutos o hasta que estén doradas y tiernas. Servimos inmediatamente."", ""KICHLY Sartén hierro fundido engrasada - Sartén - Utensilios de cocina para parrilla segura para uso en interiores y exteriores - Sartén de hierro fundido de 12,5 pulgadas (31,75 cm)"", ""Además de acompañarlas de semillas de sésamo, yogur griego y cebollino picado, estasberenjenas glaseadas en sarténse pueden guarnecer con unarroz blanco. Aunque también pueden servir ellas mismas de guarnición de carnes o pescados. Son muy versátiles."", ""En DAP |Amantes de las berenjenas y la comida sana: estas 67 recetas os van a conquistar este veranoEn DAP |Berenjenas rellenas de carne gratinadas en el horno: una receta tradicional insuperable""]"
196d0458-177f-4146-bf8d-41bbd95e6101,Mikrodalgada Çikolatalı Kek,Turkey,"Mikrodalgada dakikalar içinde hazırlanan, pratik ve lezzetli çikolatalı kek tarifi",Tatlı,"[""3 adet yumurta"", ""1 su bardağı şeker"", ""1 su bardağı (bir parmak eksik) sıvı yağ"", ""1 su bardağı süt"", ""4 su bardağı un (aldığı kadar)"", ""3 yemek kaşığı kakao"", ""1 paket kabartma tozu"", ""1 paket vanilya""]","[""İlk olarak keki için yumurtaları ve şekeri mikserin hızlı ayarında beyazlaşıncaya kadar çırpın. (Mikser şart değil)"", ""Daha sonra yağ ve sütü ekleyerek çırpmaya devam edin."", ""En son un, kakao, kabartma tozu ve vanilyayı birlikte bir kapta eledikten sonra sıvı karışıma ilave ederek düşük ayarda biraz daha çırpın."", ""Mikrodalga fırına girecek bir kabı yağlayıp içine karışımı boşaltın. (Ben genelde plastik kek kalıbı kullanıyorum o yüzden yağlamaya gerek kalmıyor)"", ""Mikrodalgayı 7 dk.ya ayarlayın. Eğer 7 dakika sonra pişmemişse 1-2 dakika daha pişirin."", ""Fırından çıkan sıcak kekin üstüne hazırladığımız çikolata sosunu dökün."", ""Ve tabiki üzerini istediğiniz gibi süsleyebilirsiniz, ben birçok çeşit çikolata ile süsledim."", ""Sıcak veya soğuk servis edebilirsiniz.. Afiyet olsun.""]"
f1b42e03-826f-4e58-a5b6-d61a473fc8a2,Foie gras de canard au gros sel,France,"Pour une entrée de repas de fête ou pour dîner en amoureux, le foie gras est un met d'exception qui sait se faire apprécier des fins gourmets. Découvrez ici la recette typique du foie gras au gros sel, facile à reproduire et particulièrement délicieuse",Terrines,"[""1 Foie gras de canard"", ""1 verre(s) Armagnac"", ""2 kg Gros sel"", ""Poivre noir"", ""Sel de Guérande""]","[""Pour réussir cette recette de foie gras au gros sel, commencez par dénerver le foie gras, n'ayez pas peur de bien écarter les lobes pour ôter toutes les petites veinules, en tirant dessus.Mettez le foie dans une assiette creuse, versez le cognac ou l'armagnac."", ""Retournez le foie dans l'assiette pour bien le masser avec le cognac et saupoudrez de sel et de poivre à l'intérieur et à l'extérieur."", ""Sortez le foie, refermez-le pour bien le reconstituer, déposez-le sur 2 ou 3 compresses préalablement ouvertes, bien saupoudrer de poivre concassé (à souhait), recouvrez le foie de compresses pour qu'il soit bien emballé, mettez 2 couches de compresses."", ""Dans un grand bol, mettez 1 kg de gros sel, posez le foie bien emmailloté, recouvrez avec le restant de gros sel, il faut que le foie soit bien enfoui de partout . Comptez 17 h 30."", ""Mettez le bol à reposer sur une table en marbre ou dans un endroit frais, mais pas au réfrigérateur."", ""Après le temps de repos, sortez le foie du sel, écartez les compresses du dessus. Lavez-vous les mains et prenez le foie délicatement pour le mouler dans la terrine en appuyant dessus pour faire sortir l'air, mettez le couvercle et mettez la terrine au réfrigérateur, 2 jours minimum avant de la consommer.""]"
434a36f2-d53f-4701-bd27-19b55410817b,Riso al limone e cocco con pollo birmano,Italy,Ricetta Portata principale ricetta di riso al limone e cocco con pollo birmano,Secondi Piatti,"[""{\""name\"": \""1) POLLO BIRMANO\"", \""amount\"": null, \""unit\"": null, \""notes\"": null, \""order_index\"": 1}"", ""{\""name\"": \""di pollo\"", \""amount\"": 1.0, \""unit\"": \""kg\"", \""notes\"": null, \""order_index\"": 2}"", ""{\""name\"": \""di citronella o 3 cucchiai di citronella secca\"", \""amount\"": 2.0, \""unit\"": \""steli\"", \""notes\"": null, \""order_index\"": 3}"", ""{\""name\"": \""cipolla\"", \""amount\"": 1.0, \""unit\"": null, \""notes\"": null, \""order_index\"": 4}"", ""{\""name\"": \""d'aglio\"", \""amount\"": 3.0, \""unit\"": \""clove\"", \""notes\"": null, \""order_index\"": 5}"", ""{\""name\"": \""di semi di cumino\"", \""amount\"": 1.0, \""unit\"": \""cucchiaino\"", \""notes\"": null, \""order_index\"": 6}"", ""{\""name\"": \""di curcuma\"", \""amount\"": 3.0, \""unit\"": \""tsp\"", \""notes\"": null, \""order_index\"": 7}"", ""{\""name\"": \""di zenzero in polvere\"", \""amount\"": 1.0, \""unit\"": \""cucchiaino\"", \""notes\"": null, \""order_index\"": 8}"", ""{\""name\"": \""di alloro\"", \""amount\"": 3.0, \""unit\"": \""foglie\"", \""notes\"": null, \""order_index\"": 9}"", ""{\""name\"": \""di brodo di pollo\"", \""amount\"": 1.0, \""unit\"": \""tazza\"", \""notes\"": null, \""order_index\"": 10}"", ""{\""name\"": \""ghee o burro\"", \""amount\"": null, \""unit\"": null, \""notes\"": null, \""order_index\"": 11}"", ""{\""name\"": \""2) RISO AL LIMONE E COCCO\"", \""amount\"": null, \""unit\"": null, \""notes\"": null, \""order_index\"": 12}"", ""{\""name\"": \""e mezzo di riso a grana lunga\"", \""amount\"": 1.0, \""unit\"": \""tazza\"", \""notes\"": null, \""order_index\"": 13}"", ""{\""name\"": \""d'acqua\"", \""amount\"": 2.0, \""unit\"": \""tazza\"", \""notes\"": null, \""order_index\"": 14}"", ""{\""name\"": \""di curcuma\"", \""amount\"": 2.0, \""unit\"": \""tsp\"", \""notes\"": null, \""order_index\"": 15}"", ""{\""name\"": \""di curry\"", \""amount\"": 3.0, \""unit\"": \""foglie\"", \""notes\"": null, \""order_index\"": 16}"", ""{\""name\"": \""di nocciole o mandorle tritate\"", \""amount\"": 2.0, \""unit\"": \""tbsp\"", \""notes\"": null, \""order_index\"": 17}"", ""{\""name\"": \""di semi di senape\"", \""amount\"": 0.5, \""unit\"": \""cucchiaino\"", \""notes\"": null, \""order_index\"": 18}"", ""{\""name\"": \""di cocco grattugiato\"", \""amount\"": 2.0, \""unit\"": \""tbsp\"", \""notes\"": null, \""order_index\"": 19}"", ""{\""name\"": \""di latte\"", \""amount\"": 2.0, \""unit\"": \""tbsp\"", \""notes\"": null, \""order_index\"": 20}"", ""{\""name\"": \""spremuto e la sua scorza\"", \""amount\"": 1.0, \""unit\"": \""limone\"", \""notes\"": null, \""order_index\"": 21}"", ""{\""name\"": \""burro\"", \""amount\"": null, \""unit\"": null, \""notes\"": null, \""order_index\"": 22}""]","[""{\""step_number\"": 1, \""instruction\"": \""1) In un'ampia casseruola fate sciogliere abbondante ghee e fateci dorare dentro la cipolla tritate. Aggiungete tutte le spezie e gli spicchi d'aglio schiacciati e fate andare per un minuto fino a ottenere una salsina cremosa. Aggiungete i fusi di pollo facendogli assorbire bene la salsina di spezie. Appena si sono colorati aggiungete il brodo di pollo, coprite e lasciate cuocere per circa 45 minuti. Quando il pollo è tenero toglietelo dalla casseruola, alzate il fuoco e fate evaporare il liquido in eccesso finchè la salsa non ha ottenuto una consistenza cremosa. Coprite il pollo con la salsa.\"", \""time_minutes\"": 45, \""temperature\"": null, \""notes\"": null}"", ""{\""step_number\"": 2, \""instruction\"": \""2) In una pentola antiaderente mettete il riso, l'acqua e la curcuma e fate cuocere coperto per circa 12 minuti da quando l'acqua bolle. Nel frattempo mettete il cocco in un bicchiere con il latte per farlo ammorbidire. Quando il riso è pronto spegnete e aggiungete il cocco. In un altro pentolino con un pò di burro scaldate le nocciole tritate, le foglie di curry e i semi di senape. Quando i semi iniziano a scoppiettare spegnete e aggiungete anche questo composto al riso insieme al succo di limone. Mescolate bene il tutto e grattugiateci sopra un pò di scorza di limone. Servite caldo.\"", \""time_minutes\"": 12, \""temperature\"": null, \""notes\"": null}""]"
