id,name,country,description,category,ingredients,instructions
513fcc2d-72c6-48f8-ac22-906682f1d900,"Coquilles Saint Jacques, crème d'endives au cidre",France,"Grâce à cette recette, l’endive sera dorénavant douce et fondante.",Saint Jacques,"[""3 noix Coquilles saint-jacques"", ""2 Endive(s)"", ""verre(s) Cidre brut"", ""10 cl Crème entière liquide"", ""1 Noisette Beurre"", ""Huile d'olive"", ""1 pincée(s) Piment d'Espelette"", ""Sel""]","[""Lavez les endives, ôtez les premières feuilles si elles sont abîmées. Coupez-les en deux dans la longueur, et enlevez une partie du trognon en faisant une découpe en triangle."", ""Émincez ensuite les feuilles en fines lamelles de haut en bas."", ""Faites chauffer une poêle avec une cuillerée d'huile d'olive et faites revenir les endives. Elles vont rendre un peu d'eau de végétation. Lorsqu'elles commencent à colorer, ajoutez le cidre et laissez réduire sur feu moyen, salez."", ""Lorsque le cidre s'est évaporé presque complètement, ajoutez la crème et laissez épaissir quelques minutes. Rectifiez l'assaisonnement si besoin. Réservez."", ""Dans une autre poêle, faites chauffer la noisette de beurre et un peu d'huile. Lorsque le beurre est mousseux, faites colorer les St Jacques: comptez une minute de chaque côté. Elles doivent dorer sur le dessus mais rester nacrées au centre, salez."", ""Réchauffez si besoin la crème d'endives. Répartissez-la dans les coquilles ou les assiettes. Posez sur le dessus les St Jacques."", ""Saupoudrez d'un peu de piment d'Espelette. Présentez à part un peu de fleur de sel."", ""Servez avec ce plat le même cidre que celui qui a servi à la préparation (bien frais!).""]"
32626166-fe4b-4cf7-a9f3-474a166438f8,İrmikli Sütlü Tatlı,Turkey,"İrmikli sütlü tatlı, kıvamı ve lezzetiyle damakları çiğneyen, pratik ve lezzetli bir tatlıdır.",Tatlı,"[""1 su bardağı irmik"", ""1/2 su bardağı toz şeker"", ""2,5 su bardağı süt""]","[""Tabanı için; bir tencerenin içerisine irmik, süt ve şekeri alın. Çok koyu kıvamlı bir muhallebi elde edene kadar karıştırarak pişirin."", ""Ardından kelepçeli yuvarlak bir kalıbın tabanına hazırladığınız karışımı güzelce yayın ve üzerini düzleştirin. Dilerseniz farklı bir borcam ya da kalıp kullanabilirsiniz."", ""Tencerenin içerisine süt, nişasta, irmik ve toz şekeri alın ve koyu kıvamlı bir hal alana kadar pişirin. Ocaktan almadan önce vanilyayı ilave ederek karıştırın."", ""İrmikli tabanın üzerine hazırladığınız diğer muhallebiyi de yayın. Oda sıcaklığında biraz dinlendirin. Ardından buzdolabına kaldırın."", ""Buzdolabında 2-3 saat soğuttuktan sonra kalıptan çıkarıp dilimleyerek servis edin. Üzerini ceviz içleriyle süsleyerek servis edin. Afiyetler olsun!""]"
9c58cdcd-5dc1-427f-89f4-581d6c15142c,Sanguette,France,"La sanguette est une spécialité culinaire rustique préparée à base de sang de poulet, de pain de campagne et d'ail, offrant une texture unique et un goût riche.",Poulet,"[""Sang de poulet"", ""1 tranche(s) Pain de campagne"", ""2 gousse(s) Ail"", ""1 Oignon(s)"", ""1 Échalote(s)"", ""4 branche(s) Persil plat"", ""1 c. à soupe Graisse de canard"", ""1 filet Vinaigre de vin rouge"", ""Sel poivre""]","[""Pelez une gousse d'ail. En frottant la tranche de pain jusqu'à l'user, puis taillez le pain en petits dés et mettez-les dans un plat creux."", ""Pelez et hachez l'oignon, l'échalote et la seconde gousse d'ail. Hachez le persil. Ajoutez le tout à la préparation et bien mélangez."", ""Versez très régulièrement le sang de la volaille fraîchement saignée sur le pain, laissez s'imbiber et coaguler pendant quelques minutes."", ""Faites chauffer la graisse de canard dans une poêle à fond épais. Dès qu'elle est fondue et bien chaude, faites-y glisser la préparation et faites-la cuire 6 à 7 minutes par face, comme une galette, en salant et en poivrant bien chaque côté."", ""Dès qu'elle est cuite, faites glisser la sanguette sur un plat de service chaud. Déglacez le jus de cuisson avec le vinaigre en grattant bien à la spatule. Versez sur la sanguette et servez aussitôt.""]"
b9364f0f-78bd-4c42-8c0b-6e8b498212b2,Pâte à tartiner aux Oreos®,France,"Vous avez envie de cuisiner une pâte à tartiner faite maison pour accompagner vos crêpes, vos gaufres ou tout simplement , vos tartines du matin ? Voici une recette aussi facile que délicieuse  !",Pate à tartiner,"[""150 g Oreo(s)"", ""110 g Lait concentré"", ""35 cl Crème liquide semi-épaisse"", ""2 c. à café Extrait de vanille liquide"", ""c. à soupe Huile de colza""]","[""Placez tous les cookies Oreo® dans un mixeur pour les émietter grossièrement. Réalisez l'opération en plusieurs fois en commençant par pulser, la consistance dure des gâteaux pourrait générer une surchauffe du moteur."", ""Ajoutez-y ensuite le lait concentré, la crème liquide, l'extrait de vanille liquide et l'huile de colza,  un à un, en mixant à chaque fois progressivement de la vitesse la plus lente, à la vitesse la plus rapide."", ""Lorsque vous obtenez une pâte bien lisse, versez-la dans un ou plusieurs pots à confiture en verre, que vous aurez préalablement stérilisé, et laissez la pâte à tartiner aux Oreos® reposer au frais pendant 30 minutes minimum avant de la déguster.""]"
77068f3b-f123-4908-a812-1a6b7a735c16,Foies hachés et oeufs durs,France,"Cette recette est une entrée originale d'Europe de l'est que me faisait ma mère.
Il faut bien la relever. On la sert sur un plat avec le foie d'un côté et les oeufs de l'autre, car le mélange des 2 est parfait.
Bon appétit à tous !",Oeufs,"[""250 g Foie(s) de volaille"", ""3 Oignon(s)"", ""2 Oignon(s) nouveau"", ""6 Œuf(s)"", ""5 c. à soupe Huile végétale"", ""Sel poivre""]","[""Faites cuire les oeufs durs. Dans une poêle, faites revenir dans 2 c. à soupe d'huile, 1 oignon haché."", ""Laissez-le dorer, ajoutez les foies de volaille que vous aurez pris soin de nettoyer en enlevant les nerfs et le gras."", ""Lorsqu'ils sont saisis, salez, poivrez (bien relevé) et laissez mijoter pendant environ 20 min."", ""Une fois refroidis, hachez-les grossièrement, mais suffisamment, avec environ 2 c. à soupe d'huile,"", ""(qu'ils ne soient pas comme du pâté à chat, mais non plus avec de très gros morceaux)."", ""Faites revenir dans la même poêle un gros oignon coupé en fines lamelles et caramélisez-les."", ""Mettez le foie haché dans un saladier, ajoutez par dessus les lamelles de l'oignon caramélisé."", ""Dans un autre saladier, mettez les oeufs durs hachés grossièrement à la main."", ""Ajoutez un gros oignon haché, 2 c. à soupe d'huile, sel et poivre. Mélangez bien."", ""Décorez avec 2 oignons blancs nouveaux et les fanes.""]"
223b5607-1791-4e4a-a285-d5e161645470,Zeytinyağlı Enginar,Turkey,"Zeytinyağının enginarla buluştuğu bu lezzetli ve sağlıklı yemek, soğanların tatlılığıyla harmanlanarak sofralarınıza tazelik getiriyor.",Meze,"[""7 yemek kaşığı zeytinyağı"", ""5 adet enginar"", ""2 adet soğan"", ""1 tatlı kaşığı un"", ""1 adet havuç"", ""5 yemek kaşığı toz şeker"", ""5 yemek kaşığı bezelye"", ""1 su bardağı su"", ""2 adet portakalın suyu""]","[""Zeytinyağı, soğan ve tuzu tencereye alın. 1-2 dakika kavurduktan sonra havuçları ekleyin karıştırmaya devam edin."", ""Enginarların her birini, kararmaması için limon suyu ile ovalayın. Enginarları tencereye ekleyin. 1 tatlı kaşığı unu elinize alın ve her bir enginarın üzerine serperek ekleyin. Unu direkt tencereye ek"", ""Her enginarın üzerine 1 çorba kaşığı şeker ekleyin. 1 su bardağı suyu ekleyin ve kaynayınca tencerenin altını kısın."", ""Enginarları ters düz edip portakal suyunu ekleyin. Altını harlayın, kaynayınca tekrar altını kısın."", ""Enginarlar yumuşamaya başlayınca konserve bezelyeleri ekleyip kısık ateşte pişirmeye devam edin."", ""10-15 dakika sonra enginarlar yumuşamış olacak. Altını kapatın. Oda sıcaklığına gelene kadar dışarıda bekletin. Buzdolabına kaldırın ve tercihen 1 gece bekletin."", ""Ertesi gün tüm garnitürleri enginarların içine doldurun. Dereotu ile süsleyin. Afiyet olsun.""]"
ddbeb819-235c-46d2-a506-cf4d6ddc2b83,Bûche de Noël au Citron et à la Framboise,France,"<p>Pour les fêtes, quoi de mieux qu'une délicieuse bûche de Noël au citron et à la framboise pour illuminer votre table? Rafraîchissante et acidulée, cette recette facile ravira les papilles de tous vos convives. Laissez-vous guider par nos instructions simples et créez un <a target=""_blank"" href=""https://www.cuisineaz.com/noel-parfait/desserts-de-noel-p487"" rel=""noopener noreferrer nofollow"">dessert festif et gourmand</a> en toute simplicité!</p><p><br></p>",Bûches,"[""4 Œuf(s)"", ""100 g Sucre"", ""120 g Farine"", ""1 Citron"", ""200 g Framboise(s)"", ""250 g Mascarpone"", ""20 cl Crème liquide"", ""1 sachet(s) Sucre vanillé"", ""Menthe""]","[""Préchauffez votre four à 180°C."", ""Séparez les blancs des jaunes d'œufs."", ""Fouettez les jaunes avec le sucre jusqu'à ce que le mélange blanchisse."", ""Incorporez délicatement la farine, le zeste et le jus de citron."", ""Montez les blancs en neige et incorporez-les à la préparation."", ""Étalez la pâte sur une plaque recouverte de papier sulfurisé et enfournez pour 10-12 minutes."", ""Une fois cuit, roulez la génoise et laissez refroidir."", ""Fouettez la mascarpone avec la crème et le sucre vanillé pour obtenir une crème onctueuse."", ""Déroulez la génoise, étalez la crème dessus, ajoutez les framboises et roulez à nouveau."", ""Réservez au frais pendant au moins 2 heures."", ""Décorez avec des framboises fraîches, des feuilles de menthe et quelques zestes de citron.""]"
c954d99d-01a5-4ac6-9bbd-6a0a2139bf9b,Sauce maroilles au Thermomix,France,"Direction le Nord avec cette recette de sauce maroilles au Thermomix bien gourmande et onctueuse pour accompagner une viande ou bien des pâtes. Très rapide et facile à faire, elle vous permettra de présenter de jolies assiettes, comme au restaurant ! Et bien sûr, le goût est aussi présent.",Sauces,"[""200 g Crème fraiche liquide"", ""100 g Maroilles"", ""1 c. à café Maïzena"", ""1 pincée(s) Sel"", ""1 pincée(s) Poivre"", ""1 pincée(s) Noix de muscade"", ""1 pincée(s) Persil frais""]","[""Versez la crème fraîche dans le Thermomix et faites cuire 2 min à 100°C vitesse cuillère."", ""Ajoutez le maroilles coupé en petits morceaux, la maïzena, le sel, le poivre, la muscade, le persil et poursuivez la cuisson 8 min à 90°C vitesse 1.""]"
bcc38ed9-9b27-4610-bf21-5ff6efc555ab,Receta de Ceviche de reineta,Spain,"El ceviche de reineta es una opción fresca, saludable y llena de sabor para disfrutar en cualquier ocasión. La reineta, un pescado de carne blanca y firme, es perfecta para este plato, ya que se marina rápidamente con jugo de limón, resaltando su sabor sin perder textura. Acompañado de cebolla morada, cilantro y ají, este ceviche es ideal para los días calurosos o como entrada en reuniones especiales.En RecetasGratis te enseñamos cómo preparar ceviche de reineta. ¡Creemos sabores!",Plato principal,"[""para la leche de tigre"", ""1 rama de apio"", ""3 ramas de cilantro"", ""1 diente de ajo"", ""¼ cebolla morada"", ""½ cucharada sopera de jengibre fresco"", ""½ ají amarillo (opcional)"", ""caldo de pescado o agua"", ""jugo de limón"", ""2 cucharadas soperas de reineta"", ""5 filetes de reineta"", ""½ cebolla morada"", ""cilantro"", ""½ taza de jugo de limón"", ""sal"", ""pimienta""]","[""Corta los filetes de reineta en cubos, el corte debe ser en diagonal."", ""Corta y exprime los limones."", ""En un bol agrega la reineta, el jugo de limón, añade sal y pimienta, revuelve, pon papel film y refrigera."", ""Para hacer la leche de tigre para el ceviche, añade en una licuadora el ajo, jengibre, cebolla, tallos de cilantro y apio, ají (si usas), caldo de pescado o agua, jugo de limón, y una o dos cucharadas de la reineta en cubos."", ""Procesa los ingredientes en la licuadora y, luego, pasa la mezcla por un colador."", ""Corta el cilantro y la cebolla en juliana."", ""Agrega al ceviche la cebolla, el cilantro y la leche de tigre, deja reposar en el refrigerador por 30 minutos antes de consumir."", ""Sirve el ceviche en platos individuales o en una fuente grande y acompaña con camote cocido, tostadas o galletas saladas para un contraste de sabores. ¡Disfruta de este exquisito ceviche de reineta y sorprende a todos con su frescura y sabor inigualable! Si te ha gustado esta receta comparte con nosotros tu opinión y fotografía con tu resultado final.""]"
901b16a3-723e-468c-bf1e-38aad26bc542,Tel Şehriye Tatlısı,Turkey,Tel şehriyelerle hazırlanan pratik ve lezzetli bir tatlı seçeneği.,Tatlı,"[""1 su bardağı tel şehriye"", ""1 tatlı kaşığı tereyağı"", ""2 tatlı kaşığı sıvı yağ"", ""1 su bardağı (bir parmak eksik) şeker"", ""1 su bardağı kaynar su"", ""2 tatlı kaşığı Hindistan cevizi"", ""5 adet ceviz""]","[""Öncelikle şerbeti için 1 su bardağı kaynar su ile şekeri iyice karıştırıp, şekerin erimesini sağlayın."", ""Yağları tencereye alıp, ısıtın."", ""Tel şehriyeyi ekleyin."", ""Koyu bir renk alana kadar karıştırarak güzelce kavurun."", ""Hazırladığınız şerbeti kavrulan şehriyenin üzerine ekleyin, karıştırıp ağzını kapatın."", ""Şerbetini çekene kadar kısık ateşte pişirin."", ""Sıcakken servis tabağına alın, üzerini Hindistan cevizi ve ceviz ile süsleyin. \nAfiyet olsun.""]"
